player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,xG,npxG,SCA,GCA,team,team_goals,conceded_goals,win,tie,match,Total-TotDist,Total-PrgDist,Short-Cmp,Short-Att,Medium-Cmp,Medium-Att,Long-Cmp,Long-Att,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Tackles-Tkl,Tackles-TklW,Challenges-Tkl,Challenges-Att,Challenges-Lost,Blocks-Blocks,Blocks-Sh,Blocks-Pass,Int,Clr,Err,Touches-Def Pen,Touches-Def 3rd,Touches-Mid 3rd,Touches-Att 3rd,Touches-Att Pen,Take-Ons-Att,Take-Ons-Succ,Carries-Carries,Carries-TotDist,Carries-PrgDist,Carries-PrgC,Carries-1/3,Carries-CPA,Carries-Mis,Carries-Dis,Receiving-Rec,Receiving-PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG,Recov,Aerial Duels-Won,Aerial Duels-Lost,SoTA,GA,Saves,PSxG,Launched-Cmp,Launched-Att,Passes-Att (GK),Passes-Thr,Passes-AvgLen,Goal Kicks-Att,Goal Kicks-AvgLen,Crosses-Opp,Crosses-Stp,Sweeper-#OPA,Sweeper-AvgDist,rating
Pedro,11.0,es ESP,AM,30-030,74,0,0,0,0,4,1,0.2,0.2,5,0,Chelsea,2,0,True,False,Chelsea - Everton,396,51,21,22,7,12,1,1,0.0,0.0,1,2,1,0,1,35,33,2,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,22,16,3,2,2,29,216,80,4,2,2,1,4,33,9,0,0,0,0,1,0,0,0,0,6,0,1,,,,,,,,,,,,,,,,6.92
Tiemoué Bakayoko,14.0,fr FRA,AM,23-010,16,0,0,0,0,1,0,0.1,0.1,2,0,Chelsea,2,0,True,False,Chelsea - Everton,114,30,6,6,2,2,1,1,0.0,0.0,0,0,0,0,1,10,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,3,6,5,0,0,0,6,24,5,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,
Willian,22.0,br BRA,AM,29-018,90,0,0,0,0,3,1,0.1,0.1,7,0,Chelsea,2,0,True,False,Chelsea - Everton,750,152,25,29,20,23,2,5,0.2,0.2,4,2,4,0,8,59,57,2,0,0,1,3,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,24,43,4,5,4,51,313,170,6,5,2,2,2,55,8,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,7.785
N'Golo Kanté,7.0,fr FRA,CM,26-151,90,0,0,0,0,0,0,0.0,0.0,1,1,Chelsea,2,0,True,False,Chelsea - Everton,745,252,31,34,18,21,2,2,0.0,0.1,0,6,0,0,7,62,62,0,0,0,0,0,0,0,5,3,1,2,1,1,0,1,2,1,0,1,11,40,22,1,1,1,45,261,143,3,3,0,0,1,50,2,0,0,0,3,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,
Cesc Fàbregas,4.0,es ESP,CM,30-115,90,1,0,0,0,2,2,0.1,0.1,6,1,Chelsea,2,0,True,False,Chelsea - Everton,1352,508,32,35,33,38,8,14,0.1,0.1,3,16,1,0,14,91,85,6,2,1,0,2,0,4,0,0,0,1,1,0,0,0,0,2,0,2,12,61,24,1,0,0,60,223,107,2,2,0,1,1,78,3,0,0,0,1,1,0,0,0,0,4,0,1,,,,,,,,,,,,,,,,
Marcos Alonso,3.0,es ESP,WB,26-242,90,0,0,0,0,1,0,0.0,0.0,1,0,Chelsea,2,0,True,False,Chelsea - Everton,824,299,28,29,20,21,3,9,0.0,0.0,0,3,1,0,4,62,46,16,1,0,0,4,15,0,6,4,2,3,1,5,1,4,0,2,0,2,29,37,14,1,1,1,31,147,52,0,0,0,1,0,35,8,0,0,0,2,1,0,0,0,0,11,3,1,,,,,,,,,,,,,,,,7.33
Victor Moses,15.0,ng NGA,WB,26-258,88,0,0,0,0,2,1,0.1,0.1,3,0,Chelsea,2,0,True,False,Chelsea - Everton,214,41,10,11,5,11,0,1,0.0,0.0,1,0,0,0,3,25,17,8,0,0,0,3,8,0,0,0,0,0,0,0,0,0,1,1,0,1,2,12,19,3,3,2,14,97,74,3,2,2,1,0,14,2,1,0,0,3,0,0,0,0,0,5,1,1,,,,,,,,,,,,,,,,6.515000000000001
Andreas Christensen,27.0,dk DEN,CB,21-139,2,0,0,0,0,0,0,0.0,0.0,0,0,Chelsea,2,0,True,False,Chelsea - Everton,108,48,4,4,4,4,0,0,0.0,0.0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,4,12,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,6.13
Antonio Rüdiger,2.0,de GER,CB,24-177,90,0,0,0,0,0,0,0.0,0.0,1,0,Chelsea,2,0,True,False,Chelsea - Everton,1382,432,21,24,38,42,8,12,0.0,0.0,0,4,0,0,5,79,79,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,6,0,8,44,43,2,0,0,0,57,369,209,2,1,0,0,0,64,0,0,0,0,0,1,0,0,0,0,9,3,2,,,,,,,,,,,,,,,,
David Luiz,30.0,br BRA,CB,30-127,90,0,0,0,0,1,1,0.0,0.0,0,0,Chelsea,2,0,True,False,Chelsea - Everton,1110,303,17,17,23,23,12,17,0.0,0.0,0,4,0,0,3,57,55,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,5,36,26,4,0,0,0,51,341,257,4,2,0,0,0,54,2,0,0,0,1,2,0,0,0,0,4,2,2,,,,,,,,,,,,,,,,7.175
César Azpilicueta,28.0,es ESP,CB,27-364,90,0,1,0,0,1,0,0.0,0.0,1,1,Chelsea,2,0,True,False,Chelsea - Everton,965,300,32,36,26,28,2,9,0.3,0.2,1,1,2,1,2,76,74,2,0,0,0,4,2,0,0,0,0,1,1,0,0,0,2,4,0,4,28,43,13,0,1,1,54,365,315,0,1,0,0,1,64,1,1,0,0,1,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,
Thibaut Courtois,13.0,be BEL,GK,25-108,90,0,0,0,0,0,0,0.0,0.0,0,0,Chelsea,2,0,True,False,Chelsea - Everton,993,614,5,5,20,21,12,20,0.0,0.0,0,0,0,0,0,46,39,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,46,0,0,0,0,0,29,128,59,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,4.0,12.0,40.0,5.0,32.5,6.0,35.2,14.0,1.0,1.0,12.8,6.3
Sandro Ramírez,9.0,es ESP,FW,22-049,61,0,0,0,0,1,0,0.1,0.1,0,0,Everton,0,2,False,False,Chelsea - Everton,143,1,11,11,2,2,0,0,0.0,0.0,0,0,0,0,0,16,13,3,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,16,9,2,1,0,13,47,12,0,0,0,4,2,21,5,0,0,0,0,2,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,
Dominic Calvert-Lewin,29.0,eng ENG,FW,20-164,29,0,0,0,0,0,0,0.0,0.0,2,0,Everton,0,2,False,False,Chelsea - Everton,103,34,3,4,4,5,0,0,0.0,0.0,0,1,1,0,3,9,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,2,1,6,45,25,1,1,0,2,0,11,1,0,0,0,2,1,0,0,0,0,1,3,4,,,,,,,,,,,,,,,,6.140000000000001
Gylfi Sigurðsson,18.0,is ISL,AM,27-353,90,0,0,0,0,1,0,0.0,0.0,3,0,Everton,0,2,False,False,Chelsea - Everton,375,110,8,9,14,16,1,9,0.1,0.1,1,5,1,1,4,35,28,7,4,0,0,9,0,3,1,1,1,3,2,2,0,2,2,0,0,0,4,22,17,0,2,2,21,89,30,1,1,0,1,1,21,5,0,0,0,0,0,0,0,0,0,5,0,1,,,,,,,,,,,,,,,,
Wayne Rooney,10.0,eng ENG,AM,31-307,90,0,0,0,0,1,0,0.0,0.0,2,0,Everton,0,2,False,False,Chelsea - Everton,515,100,21,22,10,10,2,6,0.2,0.1,2,2,1,0,3,42,39,3,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,29,16,1,1,1,29,142,63,1,4,0,1,5,43,8,1,0,0,2,0,0,0,0,0,3,1,2,,,,,,,,,,,,,,,,5.96
Idrissa Gana Gueye,17.0,sn SEN,CM,27-335,90,0,0,0,0,1,0,0.1,0.1,1,0,Everton,0,2,False,False,Chelsea - Everton,649,153,21,22,16,20,2,3,0.0,0.0,0,2,0,0,3,46,44,2,1,0,0,1,1,0,2,2,0,0,0,0,0,0,2,1,0,0,9,36,8,0,1,1,30,223,125,2,1,0,0,1,40,2,1,0,0,1,1,0,0,0,0,6,0,0,,,,,,,,,,,,,,,,
Tom Davies,26.0,eng ENG,CM,19-058,45,0,0,0,0,0,0,0.0,0.0,0,0,Everton,0,2,False,False,Chelsea - Everton,382,94,17,19,6,8,2,2,0.0,0.0,0,2,0,0,3,30,30,0,0,0,0,0,0,0,4,2,1,3,2,1,0,1,2,0,0,0,9,23,3,0,0,0,14,67,27,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,6.18
Muhamed Bešić,21.0,ba BIH,CM,24-351,45,0,0,0,0,0,0,0.0,0.0,2,0,Everton,0,2,False,False,Chelsea - Everton,526,84,12,12,10,10,5,6,0.0,0.0,1,1,1,0,2,28,26,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,1,0,2,8,20,4,0,0,0,23,136,86,0,0,0,0,2,24,0,0,0,0,1,2,0,0,0,0,3,2,0,,,,,,,,,,,,,,,,
Leighton Baines,3.0,eng ENG,WB,32-259,90,0,0,0,0,0,0,0.0,0.0,1,0,Everton,0,2,False,False,Chelsea - Everton,462,86,9,9,14,17,2,5,0.0,0.0,0,0,1,0,3,31,28,3,0,0,0,1,3,0,4,2,1,1,0,0,0,0,2,2,0,4,13,18,7,0,0,0,19,39,16,0,1,0,0,0,26,3,0,0,0,0,4,0,0,0,0,2,0,1,,,,,,,,,,,,,,,,6.865
Mason Holgate,30.0,eng ENG,WB,20-309,90,0,0,0,0,0,0,0.0,0.0,1,0,Everton,0,2,False,False,Chelsea - Everton,630,222,11,13,12,19,6,13,0.0,0.0,1,6,0,0,3,49,36,13,1,0,0,2,12,0,0,0,0,1,1,0,0,0,0,4,0,4,16,31,10,0,3,2,26,109,52,0,2,0,2,0,32,3,0,0,0,0,0,0,0,0,0,6,1,4,,,,,,,,,,,,,,,,6.125
Phil Jagielka,6.0,eng ENG,CB,35-010,82,0,0,0,0,0,0,0.0,0.0,0,0,Everton,0,2,False,False,Chelsea - Everton,834,127,16,17,22,26,5,7,0.0,0.0,0,3,0,0,3,52,50,2,0,0,0,0,2,0,2,2,0,1,1,1,1,0,0,5,0,4,30,29,0,0,0,0,27,92,58,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,5.615
Aaron Lennon,12.0,eng ENG,RW,30-133,8,0,0,0,0,1,0,0.1,0.1,2,0,Everton,0,2,False,False,Chelsea - Everton,37,0,2,2,1,1,0,0,0.1,0.0,1,0,0,0,0,3,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,2,7,3,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,6.09
Ashley Williams,5.0,wls WAL,CB,33-004,90,0,0,0,0,2,0,0.1,0.1,0,0,Everton,0,2,False,False,Chelsea - Everton,652,249,14,15,22,23,0,6,0.0,0.0,0,0,0,0,1,47,47,0,0,0,0,0,0,0,1,1,0,1,1,3,2,1,5,10,1,8,40,26,2,1,0,0,30,109,36,0,0,0,0,0,34,0,0,0,0,1,0,0,0,0,0,8,2,1,,,,,,,,,,,,,,,,5.885
Michael Keane,4.0,eng ENG,CB,24-228,90,0,0,0,0,0,0,0.0,0.0,0,0,Everton,0,2,False,False,Chelsea - Everton,728,224,17,19,21,23,3,6,0.0,0.0,0,1,0,0,1,48,48,0,0,0,0,0,0,0,2,1,1,2,1,2,2,0,3,4,0,8,34,27,0,0,0,0,25,84,49,0,0,0,1,0,35,0,0,0,0,0,0,0,0,0,0,8,1,1,,,,,,,,,,,,,,,,5.779999999999999
Jordan Pickford,1.0,eng ENG,GK,23-173,90,0,0,0,0,0,0,0.0,0.0,0,0,Everton,0,2,False,False,Chelsea - Everton,936,774,2,2,14,14,12,30,0.0,0.0,0,1,0,0,0,46,39,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,47,0,0,0,0,0,27,176,141,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,2,0,0,7.0,2.0,5.0,1.7,9.0,26.0,41.0,9.0,43.0,5.0,50.2,13.0,1.0,1.0,11.3,6.4
Salomón Rondón,9.0,ve VEN,FW,27-345,90,0,0,0,0,3,0,0.2,0.2,1,0,West Bromwich Albion,1,1,False,True,West Bromwich Albion - Stoke,118,13,4,8,4,5,0,1,0.0,0.0,0,0,0,0,1,17,16,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,17,4,0,0,18,68,28,1,1,1,5,2,24,3,1,0,0,2,3,0,0,0,0,0,4,9,,,,,,,,,,,,,,,,
Jay Rodriguez,19.0,eng ENG,LW,28-029,87,1,0,0,0,2,1,0.3,0.3,1,0,West Bromwich Albion,1,1,False,True,West Bromwich Albion - Stoke,193,98,6,8,3,4,2,4,0.0,0.0,0,2,0,0,0,18,17,1,0,0,0,2,1,0,2,2,1,3,2,1,0,1,0,3,0,3,9,9,13,3,2,0,18,110,28,0,0,0,1,3,20,7,1,0,0,3,2,0,0,0,0,3,0,1,,,,,,,,,,,,,,,,6.615
Oliver Burke,17.0,sct SCO,LW,20-142,3,0,0,0,0,0,0,0.0,0.0,1,0,West Bromwich Albion,1,1,False,True,West Bromwich Albion - Stoke,56,12,1,1,0,0,1,1,0.0,0.0,1,0,1,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,4,30,21,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,6.09
Matt Phillips,10.0,sct SCO,RW,26-167,73,0,0,0,0,0,0,0.0,0.0,1,0,West Bromwich Albion,1,1,False,True,West Bromwich Albion - Stoke,153,44,7,7,1,5,1,6,0.1,0.2,1,1,0,0,0,18,12,6,2,0,0,8,0,4,3,2,2,2,0,1,1,0,0,1,0,2,8,7,10,1,1,1,12,67,18,0,1,0,0,2,10,1,0,0,0,1,0,2,0,0,0,3,0,4,,,,,,,,,,,,,,,,5.945
James McClean,14.0,ie IRL,RW,28-127,17,0,0,0,0,2,0,0.1,0.1,3,0,West Bromwich Albion,1,1,False,True,West Bromwich Albion - Stoke,46,12,3,3,1,1,0,1,0.1,0.1,1,0,1,1,0,5,5,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,7,2,0,0,6,37,25,1,1,0,1,1,8,3,0,0,0,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,5.5
James Morrison,7.0,sct SCO,AM,31-094,69,0,0,0,0,1,0,0.1,0.1,1,0,West Bromwich Albion,1,1,False,True,West Bromwich Albion - Stoke,248,56,12,13,6,8,0,0,0.0,0.0,0,1,0,0,2,23,22,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,8,9,11,1,1,1,17,64,28,0,0,0,1,1,17,4,0,0,0,0,0,0,0,0,0,4,0,1,,,,,,,,,,,,,,,,5.66
Claudio Yacob,5.0,ar ARG,AM,30-040,21,0,0,0,0,1,0,0.0,0.0,0,0,West Bromwich Albion,1,1,False,True,West Bromwich Albion - Stoke,149,55,7,7,3,5,0,0,0.0,0.0,0,0,0,0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,3,10,3,1,0,0,6,23,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,5.505
Gareth Barry,18.0,eng ENG,DM,36-185,90,0,0,0,0,0,0,0.0,0.0,0,0,West Bromwich Albion,1,1,False,True,West Bromwich Albion - Stoke,861,266,15,16,20,26,6,9,0.0,0.0,0,8,1,0,11,54,53,1,1,0,0,1,0,0,4,3,3,3,0,0,0,0,0,1,0,1,17,37,6,1,0,0,36,135,65,4,0,0,0,1,36,1,0,0,0,0,1,0,0,0,0,6,1,1,,,,,,,,,,,,,,,,6.82
Jake Livermore,8.0,eng ENG,DM,27-286,90,0,0,0,0,0,0,0.0,0.0,0,0,West Bromwich Albion,1,1,False,True,West Bromwich Albion - Stoke,525,85,6,7,17,19,3,4,0.0,0.0,0,1,0,0,1,33,30,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,7,24,7,0,0,0,22,102,37,2,0,0,1,2,25,1,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,,,,,,,,,,,5.49
Chris Brunt,11.0,nir NIR,LB,32-256,90,0,0,0,0,0,0,0.0,0.0,5,0,West Bromwich Albion,1,1,False,True,West Bromwich Albion - Stoke,989,521,18,19,20,24,9,21,0.2,0.2,3,7,2,2,8,65,44,21,2,0,0,11,13,6,2,2,1,2,1,0,0,0,0,4,0,7,19,26,28,0,0,0,35,187,122,3,1,0,0,1,37,3,0,0,0,0,0,0,0,0,0,6,0,1,,,,,,,,,,,,,,,,5.955
Ahmed Hegazi,26.0,eg EGY,CB,26-214,90,0,0,0,0,1,1,0.1,0.1,1,0,West Bromwich Albion,1,1,False,True,West Bromwich Albion - Stoke,648,243,4,6,13,16,9,10,0.0,0.0,0,2,0,0,2,32,32,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,6,1,8,26,14,2,1,0,0,21,118,74,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,2,3,3,,,,,,,,,,,,,,,,4.904999999999999
Craig Dawson,25.0,eng ENG,CB,27-113,90,0,0,0,0,0,0,0.0,0.0,1,1,West Bromwich Albion,1,1,False,True,West Bromwich Albion - Stoke,419,138,4,4,12,14,3,10,0.0,0.0,0,1,0,0,1,32,32,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,4,0,5,18,18,2,2,1,1,22,143,89,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,2,2,5,,,,,,,,,,,,,,,,6.1899999999999995
Allan Nyom,2.0,cm CMR,RB,29-109,90,0,1,0,0,0,0,0.0,0.0,3,1,West Bromwich Albion,1,1,False,True,West Bromwich Albion - Stoke,402,97,14,15,9,12,1,5,0.3,0.2,1,0,1,1,1,37,29,8,1,0,0,6,7,0,4,3,2,2,0,2,1,1,2,3,0,4,17,24,10,0,2,1,23,119,61,2,2,0,0,2,20,3,0,0,0,1,1,0,0,0,0,3,1,1,,,,,,,,,,,,,,,,
Ben Foster,1.0,eng ENG,GK,34-146,90,0,0,0,0,0,0,0.0,0.0,0,0,West Bromwich Albion,1,1,False,True,West Bromwich Albion - Stoke,340,282,3,3,4,4,4,17,0.0,0.0,0,2,0,0,0,24,11,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,26,0,0,0,0,0,9,81,67,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,2.0,1.0,1.0,0.8,3.0,16.0,13.0,1.0,40.5,11.0,61.6,16.0,3.0,0.0,6.0,5.765000000000001
Eric Maxim Choupo-Moting,10.0,cm CMR,FW,28-157,90,0,0,0,0,3,0,0.2,0.2,2,0,Stoke,1,1,False,True,West Bromwich Albion - Stoke,342,83,17,18,5,5,1,1,0.0,0.0,0,0,0,0,1,27,27,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,3,11,33,5,6,3,35,238,104,4,2,0,8,3,37,15,0,0,0,1,0,0,0,0,0,7,2,2,,,,,,,,,,,,,,,,5.8100000000000005
Jesé,11.0,es ESP,AM,24-182,61,0,0,0,0,1,0,0.0,0.0,1,0,Stoke,1,1,False,True,West Bromwich Albion - Stoke,86,3,6,8,1,1,0,0,0.0,0.0,0,1,0,0,0,9,9,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,1,2,9,6,3,2,1,9,38,8,1,0,1,2,0,11,3,0,0,0,0,1,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,
Peter Crouch,25.0,eng ENG,AM,36-209,29,1,0,0,0,1,1,0.4,0.4,0,0,Stoke,1,1,False,True,West Bromwich Albion - Stoke,72,17,4,6,0,1,1,1,0.0,0.0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,2,5,4,4,0,0,2,8,2,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,1,6,1,,,,,,,,,,,,,,,,6.705
Xherdan Shaqiri,22.0,ch SUI,AM,25-321,90,0,0,0,0,2,0,0.1,0.1,10,1,Stoke,1,1,False,True,West Bromwich Albion - Stoke,1031,299,20,22,24,28,9,13,0.4,0.3,7,9,6,1,11,66,57,9,2,0,1,9,2,4,3,2,0,0,0,1,0,1,0,0,0,0,6,35,36,0,3,1,50,244,111,2,2,0,2,0,57,2,0,0,0,1,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,6.705
Joe Allen,4.0,wls WAL,CM,27-166,90,0,0,0,0,0,0,0.0,0.0,3,0,Stoke,1,1,False,True,West Bromwich Albion - Stoke,772,169,24,29,17,18,5,5,0.1,0.0,2,3,0,0,6,55,53,2,1,0,0,1,0,0,2,2,0,0,0,0,0,0,2,0,0,0,6,39,17,3,2,1,43,161,59,0,3,0,2,2,49,8,1,0,0,1,1,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,6.32
Darren Fletcher,24.0,sct SCO,CM,33-207,90,0,0,0,0,1,0,0.0,0.0,5,0,Stoke,1,1,False,True,West Bromwich Albion - Stoke,1289,450,14,14,28,31,12,14,0.0,0.1,1,10,3,0,11,62,60,2,2,0,3,1,0,0,4,2,1,1,0,0,0,0,0,0,0,4,14,44,12,0,1,1,40,226,117,2,0,0,0,2,51,1,0,0,0,1,4,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,6.455
Erik Pieters,3.0,nl NED,WB,29-020,90,0,0,0,0,0,0,0.0,0.0,0,0,Stoke,1,1,False,True,West Bromwich Albion - Stoke,510,69,18,23,10,11,4,7,0.0,0.1,0,2,1,1,2,43,41,2,0,0,0,4,2,0,2,1,0,1,1,2,0,2,0,4,0,3,13,21,22,0,1,0,16,96,62,1,2,0,0,1,31,7,1,0,0,2,2,0,0,0,0,0,3,2,,,,,,,,,,,,,,,,5.79
Geoff Cameron,20.0,us USA,WB,32-047,68,0,0,0,0,1,0,0.0,0.0,1,0,Stoke,1,1,False,True,West Bromwich Albion - Stoke,322,127,17,17,7,7,0,3,0.0,0.0,1,1,1,0,2,28,23,5,0,0,1,0,5,0,3,2,1,1,0,0,0,0,3,5,0,5,14,13,15,1,1,0,18,106,48,1,1,0,1,0,23,6,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,,,,,6.51
Ramadan Sobhi,32.0,eg EGY,WB,20-216,22,0,0,0,0,0,0,0.0,0.0,1,0,Stoke,1,1,False,True,West Bromwich Albion - Stoke,85,15,3,3,3,5,0,1,0.0,0.0,1,0,1,0,1,9,9,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,1,7,2,0,0,9,54,47,2,1,2,0,0,10,4,0,0,0,1,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,6.225
Bruno Martins Indi,15.0,nl NED,CB,25-200,90,0,0,0,0,1,0,0.2,0.2,1,0,Stoke,1,1,False,True,West Bromwich Albion - Stoke,1033,383,32,34,15,19,9,12,0.0,0.1,1,13,2,2,10,65,56,9,1,0,2,3,8,0,1,1,0,0,0,0,0,0,0,6,0,3,13,49,11,1,0,0,33,181,134,1,1,0,0,0,47,3,0,0,0,0,0,0,0,0,0,0,4,3,,,,,,,,,,,,,,,,6.495
Ryan Shawcross,17.0,eng ENG,CB,29-327,90,0,0,0,0,2,0,0.2,0.2,2,0,Stoke,1,1,False,True,West Bromwich Albion - Stoke,441,200,6,6,14,15,2,4,0.2,0.0,1,1,0,0,3,26,26,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,2,17,0,9,24,22,3,3,0,0,15,89,49,0,0,0,1,0,22,1,0,0,0,2,0,0,0,0,0,0,5,2,,,,,,,,,,,,,,,,6.77
Kurt Zouma,6.0,fr FRA,CB,22-304,90,0,0,0,0,4,1,0.2,0.2,4,1,Stoke,1,1,False,True,West Bromwich Albion - Stoke,1013,434,25,25,18,20,8,11,0.0,0.0,0,8,0,0,9,56,53,3,1,0,4,0,2,0,0,0,0,0,0,1,0,1,0,9,0,5,27,33,12,1,3,3,38,361,314,7,3,0,0,0,48,3,0,0,0,0,0,0,0,0,0,3,5,1,,,,,,,,,,,,,,,,6.775
Jack Butland,1.0,eng ENG,GK,24-170,90,0,0,0,0,0,0,0.0,0.0,0,0,Stoke,1,1,False,True,West Bromwich Albion - Stoke,413,313,4,4,12,12,3,15,0.0,0.0,0,0,0,0,0,31,19,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,0,0,0,0,0,14,74,47,0,0,0,1,0,11,0,0,0,0,0,1,0,0,0,0,1,1,0,2.0,1.0,1.0,0.8,1.0,13.0,24.0,6.0,34.5,7.0,47.6,25.0,3.0,0.0,9.0,6.105
Harry Kane,10.0,eng ENG,FW,24-030,90,0,0,0,0,10,2,1.2,1.2,7,0,Tottenham,1,1,False,True,Tottenham - Burnley,150,34,7,11,4,6,0,1,0.0,0.1,1,1,1,1,0,21,20,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,22,9,2,2,19,151,109,4,2,2,0,1,26,7,0,0,0,1,0,0,0,0,0,1,3,6,,,,,,,,,,,,,,,,6.645
Christian Eriksen,23.0,dk DEN,LW,25-194,87,0,0,0,0,3,1,0.1,0.1,9,0,Tottenham,1,1,False,True,Tottenham - Burnley,792,215,27,32,15,17,5,10,0.3,0.6,4,2,2,1,8,63,55,8,2,0,1,9,0,6,2,1,1,3,2,0,0,0,0,0,0,1,3,30,40,5,0,0,44,198,81,1,3,0,2,1,55,5,0,0,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,6.025
Harry Winks,29.0,eng ENG,LW,21-206,3,0,0,0,0,0,0,0.0,0.0,0,0,Tottenham,1,1,False,True,Tottenham - Burnley,34,9,4,5,0,0,0,0,0.0,0.0,0,1,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,0,0,0,0,2,25,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,5.805
Son Heung-min,7.0,kr KOR,RW,25-050,69,0,0,0,0,1,0,0.0,0.0,4,0,Tottenham,1,1,False,True,Tottenham - Burnley,356,79,19,22,9,10,0,1,0.1,0.1,3,0,0,0,2,37,35,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,4,11,30,3,2,0,29,156,55,3,1,2,2,1,35,8,0,0,0,1,0,1,0,0,0,4,0,0,,,,,,,,,,,,,,,,
